year,month,day,hour,func_day,holiday,°C,°C_dew,humidity,wind_speed,visibility,solar_rad,rainfall,snowfall,season,rented_bike
2017,12,3,14,1,0,7.6,3.6,76,1.2,422,0.69,0.0,0.0,Winter,563
2017,12,3,15,1,0,8.0,3.4,73,1.6,433,0.53,0.0,0.0,Winter,621
2017,12,3,16,1,0,7.6,3.8,77,1.6,399,0.2,0.0,0.0,Winter,598
2017,12,3,17,1,0,6.7,3.8,82,1.5,358,0.05,0.0,0.0,Winter,545
2017,12,3,18,1,0,6.0,3.4,84,1.9,327,0.0,0.0,0.0,Winter,443
2017,12,3,19,1,0,5.7,3.3,85,1.7,309,0.0,0.0,0.0,Winter,422
2017,12,3,20,1,0,5.2,3.2,87,1.4,253,0.0,0.0,0.0,Winter,397
2017,12,3,21,1,0,4.7,2.7,87,1.2,247,0.0,0.0,0.0,Winter,385
2017,12,3,22,1,0,4.3,2.6,89,1.8,201,0.0,0.0,0.0,Winter,350
2017,12,3,23,1,0,3.9,2.4,90,1.3,194,0.0,0.0,0.0,Winter,303
2017,12,4,0,1,0,4.2,2.3,88,0.6,216,0.0,0.0,0.0,Winter,285
2017,12,4,1,1,0,4.3,2.3,87,0.5,221,0.0,0.0,0.0,Winter,186
2017,12,4,2,1,0,4.4,2.4,87,1.8,207,0.0,0.0,0.0,Winter,112
2017,12,4,3,1,0,3.6,1.3,85,2.3,206,0.0,0.0,0.0,Winter,65
2017,12,4,4,1,0,2.8,1.1,89,1.5,130,0.0,0.0,0.0,Winter,41
2017,12,4,5,1,0,2.0,-0.5,83,2.7,253,0.0,0.0,0.0,Winter,82
2017,12,4,6,1,0,1.2,-2.5,76,3.7,371,0.0,0.1,0.0,Winter,200
2017,12,4,7,1,0,0.2,-5.0,68,3.4,702,0.0,0.0,0.0,Winter,498
2017,12,4,8,1,0,-0.8,-5.7,69,3.5,954,0.01,0.0,0.0,Winter,937
2017,12,4,9,1,0,-1.5,-11.3,47,4.2,1888,0.22,0.0,0.0,Winter,509
2017,12,4,10,1,0,-1.1,-13.0,40,4.5,2000,0.64,0.0,0.0,Winter,311
2017,12,4,11,1,0,-0.5,-12.1,41,4.1,1799,0.94,0.0,0.0,Winter,379
2017,12,4,12,1,0,-0.3,-12.9,38,4.8,1823,1.11,0.0,0.0,Winter,393
2017,12,4,13,1,0,0.0,-15.5,30,5.4,1938,1.17,0.0,0.0,Winter,391
2017,12,4,14,1,0,0.1,-16.7,27,4.5,2000,1.09,0.0,0.0,Winter,338
2017,12,4,15,1,0,-0.1,-17.8,25,5.8,2000,0.88,0.0,0.0,Winter,341
2017,12,4,16,1,0,-0.2,-18.8,23,4.7,2000,0.55,0.0,0.0,Winter,375
2017,12,4,17,1,0,-1.3,-18.3,26,5.3,2000,0.18,0.0,0.0,Winter,515
2017,12,4,18,1,0,-2.1,-17.7,29,3.9,2000,0.0,0.0,0.0,Winter,807
2017,12,4,19,1,0,-2.9,-17.3,32,3.2,2000,0.0,0.0,0.0,Winter,568
2017,12,4,20,1,0,-3.6,-15.8,38,3.0,2000,0.0,0.0,0.0,Winter,398
2017,12,4,21,1,0,-4.6,-15.3,43,4.5,2000,0.0,0.0,0.0,Winter,397
2017,12,4,22,1,0,-5.3,-15.3,45,2.5,2000,0.0,0.0,0.0,Winter,353
2017,12,4,23,1,0,-5.8,-16.1,44,2.4,2000,0.0,0.0,0.0,Winter,248
2017,12,5,0,1,0,-6.1,-16.9,42,2.6,2000,0.0,0.0,0.0,Winter,216
2017,12,5,1,1,0,-6.5,-17.6,41,2.8,2000,0.0,0.0,0.0,Winter,198
2017,12,5,2,1,0,-6.8,-17.8,41,2.5,2000,0.0,0.0,0.0,Winter,124
2017,12,5,3,1,0,-6.9,-18.5,39,2.0,2000,0.0,0.0,0.0,Winter,62
2017,12,5,4,1,0,-7.2,-20.4,34,3.0,2000,0.0,0.0,0.0,Winter,42
2017,12,5,5,1,0,-7.4,-20.9,33,2.6,2000,0.0,0.0,0.0,Winter,82
2017,12,5,6,1,0,-7.4,-20.6,34,3.2,2000,0.0,0.0,0.0,Winter,172
2017,12,5,7,1,0,-7.5,-21.0,33,2.2,2000,0.0,0.0,0.0,Winter,381
2017,12,5,8,1,0,-8.1,-20.5,36,1.6,2000,0.01,0.0,0.0,Winter,812
2017,12,5,9,1,0,-7.6,-21.8,31,1.3,1974,0.21,0.0,0.0,Winter,462
2017,12,5,10,1,0,-5.5,-22.0,26,2.8,1967,0.64,0.0,0.0,Winter,269
2017,12,5,11,1,0,-3.9,-21.0,25,0.0,1959,0.0,0.0,0.0,Winter,334
2017,12,5,12,1,0,-2.3,-19.7,25,0.0,1962,0.0,0.0,0.0,Winter,321
2017,12,5,13,1,0,-1.6,-18.2,27,0.0,1955,0.0,0.0,0.0,Winter,325
2017,12,5,14,1,0,-1.1,-17.3,28,0.0,2000,0.0,0.0,0.0,Winter,334
2017,12,5,15,1,0,-0.7,-16.9,28,0.0,2000,0.0,0.0,0.0,Winter,353
2017,12,5,16,1,0,-0.5,-16.0,30,0.0,2000,0.0,0.0,0.0,Winter,435
2017,12,5,17,1,0,-1.6,-15.1,35,0.0,2000,0.0,0.0,0.0,Winter,529
2017,12,5,18,1,0,-2.6,-14.4,40,0.0,2000,0.0,0.0,0.0,Winter,789
2017,12,5,19,1,0,-3.2,-13.5,45,0.0,2000,0.0,0.0,0.0,Winter,597
2017,12,5,20,1,0,-3.5,-13.4,46,0.0,2000,0.0,0.0,0.0,Winter,418
2017,12,5,21,1,0,-3.7,-13.3,47,0.0,2000,0.0,0.0,0.0,Winter,415
2017,12,5,22,1,0,-2.8,-12.0,49,0.0,2000,0.0,0.0,0.0,Winter,393
2017,12,5,23,1,0,-2.5,-9.4,59,0.0,1210,0.0,0.0,0.0,Winter,244
2017,12,6,0,1,0,-2.8,-6.2,77,0.0,331,0.0,0.1,0.1,Winter,145
2017,12,6,1,1,0,-3.0,-6.1,79,0.0,293,0.0,0.0,0.3,Winter,144
2017,12,6,2,1,0,-3.0,-6.1,79,0.0,1862,0.0,0.0,0.4,Winter,117
2017,12,6,3,1,0,-3.2,-6.4,78,0.0,1808,0.0,0.2,0.4,Winter,78
2017,12,6,4,1,0,-3.4,-7.2,75,0.0,1982,0.0,0.0,0.4,Winter,58
2017,12,6,5,1,0,-3.6,-7.2,76,0.0,1934,0.0,0.0,0.4,Winter,87
2017,12,6,6,1,0,-3.7,-7.3,76,0.0,1864,0.0,0.0,0.4,Winter,142
2017,12,6,7,1,0,-4.2,-7.6,77,0.0,1741,0.0,0.0,0.3,Winter,379
2017,12,6,8,1,0,-4.2,-7.4,78,0.0,1518,0.01,0.0,0.2,Winter,802
2017,12,6,9,1,0,-3.3,-7.9,70,0.0,1324,0.25,0.0,0.2,Winter,440
2017,12,6,10,1,0,-0.9,-6.8,64,0.0,1224,0.63,0.0,0.2,Winter,307
2017,12,6,11,1,0,1.6,-6.0,57,1.2,1261,0.93,0.0,0.0,Winter,381
2017,12,6,12,1,0,2.4,-6.4,52,0.9,1224,1.08,0.0,0.0,Winter,405
2017,12,6,13,1,0,4.2,-6.1,47,1.1,1469,1.1,0.0,0.0,Winter,442
2017,12,6,14,1,0,5.5,-9.1,34,1.0,1966,0.96,0.0,0.0,Winter,416
2017,12,6,15,1,0,5.5,-10.3,31,3.1,1968,0.72,0.0,0.0,Winter,412
2017,12,6,16,1,0,5.3,-8.2,37,2.9,2000,0.36,0.0,0.0,Winter,496
2017,12,6,17,1,0,4.1,-2.9,60,2.5,1565,0.1,0.0,0.0,Winter,239
2017,12,6,18,1,0,1.7,0.2,90,1.0,66,0.0,0.3,0.3,Winter,204
2017,12,6,19,1,0,1.2,0.0,92,0.7,180,0.0,0.0,1.0,Winter,205
2017,12,6,20,1,0,1.2,0.3,94,0.6,228,0.0,0.0,1.0,Winter,190
2017,12,6,21,1,0,1.1,0.0,92,0.5,235,0.0,0.7,1.0,Winter,165
2017,12,6,22,1,0,1.3,0.1,92,0.6,233,0.0,0.0,1.0,Winter,222
2017,12,6,23,1,0,1.3,0.1,92,0.6,209,0.0,0.0,1.0,Winter,193
2017,12,7,0,1,0,1.4,0.2,92,0.5,240,0.0,0.0,0.9,Winter,198
2017,12,7,1,1,0,1.5,0.3,92,0.4,227,0.0,0.0,0.9,Winter,218
2017,12,7,2,1,0,1.4,0.2,92,0.7,168,0.0,0.0,0.9,Winter,149
2017,12,7,3,1,0,1.9,0.5,91,1.4,218,0.0,0.0,0.9,Winter,102
2017,12,7,4,1,0,1.6,0.4,92,0.7,119,0.0,0.0,0.9,Winter,62
2017,12,7,5,1,0,1.5,0.3,92,1.1,175,0.0,0.0,0.9,Winter,83
2017,12,7,6,1,0,1.0,0.0,93,0.5,148,0.0,0.0,0.9,Winter,137
2017,12,7,7,1,0,0.3,-0.7,93,0.5,173,0.0,0.0,0.9,Winter,367
2017,12,7,8,1,0,-0.2,-0.7,96,0.8,173,0.01,0.0,0.8,Winter,754
2017,12,7,9,1,0,0.1,-1.1,91,0.8,265,0.14,0.0,0.8,Winter,415
2017,12,7,10,1,0,1.1,-1.4,83,0.7,311,0.41,0.0,0.7,Winter,321
2017,12,7,11,1,0,2.3,-2.8,69,1.7,628,0.63,0.0,0.6,Winter,333
2017,12,7,12,1,0,3.7,-2.2,65,2.4,833,0.98,0.0,0.3,Winter,431
2017,12,7,13,1,0,4.1,-9.3,37,3.1,1767,1.14,0.0,0.0,Winter,394
2017,12,7,14,1,0,4.4,-9.4,36,2.7,1975,1.04,0.0,0.0,Winter,390
2017,12,7,15,1,0,4.0,-10.1,35,3.1,1962,0.84,0.0,0.0,Winter,430
2017,12,7,16,1,0,3.2,-9.7,38,2.9,1817,0.51,0.0,0.0,Winter,471
2017,12,7,17,1,0,2.1,-7.2,50,2.0,1434,0.15,0.0,0.0,Winter,552
2017,12,7,18,1,0,0.7,-9.6,46,2.7,1558,0.0,0.0,0.0,Winter,795
2017,12,7,19,1,0,-0.4,-10.3,47,2.5,1269,0.0,0.0,0.0,Winter,507
2017,12,7,20,1,0,-1.4,-11.2,47,2.5,1620,0.0,0.0,0.0,Winter,390
2017,12,7,21,1,0,-2.2,-12.2,46,2.2,1975,0.0,0.0,0.0,Winter,402
2017,12,7,22,1,0,-2.7,-12.2,48,2.6,1844,0.0,0.0,0.0,Winter,389
2017,12,7,23,1,0,-3.2,-12.1,50,2.1,1887,0.0,0.0,0.0,Winter,259
2017,12,8,0,1,0,-3.5,-12.6,49,2.6,1893,0.0,0.0,0.0,Winter,233
2017,12,8,1,1,0,-3.7,-12.6,50,2.5,1902,0.0,0.0,0.0,Winter,230
2017,12,8,2,1,0,-4.3,-12.4,53,1.0,1918,0.0,0.0,0.0,Winter,131
2017,12,8,3,1,0,-4.8,-13.1,52,1.6,1978,0.0,0.0,0.0,Winter,99
2017,12,8,4,1,0,-5.3,-13.4,53,2.4,1936,0.0,0.0,0.0,Winter,71
2017,12,8,5,1,0,-5.8,-13.1,56,2.0,1941,0.0,0.0,0.0,Winter,84
2017,12,8,6,1,0,-6.0,-13.3,56,3.5,1853,0.0,0.0,0.0,Winter,158
2017,12,8,7,1,0,-6.5,-13.6,57,0.8,1776,0.0,0.0,0.0,Winter,387
2017,12,8,8,1,0,-7.0,-13.6,59,0.8,1559,0.01,0.0,0.0,Winter,780
2017,12,8,9,1,0,-6.7,-15.4,50,0.9,1492,0.23,0.0,0.0,Winter,395
2017,12,8,10,1,0,-5.3,-15.6,44,2.8,1516,0.63,0.0,0.0,Winter,261
2017,12,8,11,1,0,-3.7,-15.6,39,1.4,1595,0.93,0.0,0.0,Winter,310
2017,12,8,12,1,0,-2.0,-17.3,30,1.4,1728,1.14,0.0,0.0,Winter,355
2017,12,8,13,1,0,-1.7,-17.8,28,1.8,1963,1.22,0.0,0.0,Winter,354
2017,12,8,14,1,0,-1.3,-17.9,27,3.1,1906,1.12,0.0,0.0,Winter,350
2017,12,8,15,1,0,-0.8,-17.9,26,3.3,1977,0.87,0.0,0.0,Winter,362
2017,12,8,16,1,0,-1.1,-19.1,24,3.4,2000,0.56,0.0,0.0,Winter,401
2017,12,8,17,1,0,-2.4,-17.6,30,2.7,2000,0.18,0.0,0.0,Winter,500
2017,12,8,18,1,0,-3.1,-17.1,33,1.2,2000,0.0,0.0,0.0,Winter,752
2017,12,8,19,1,0,-3.3,-16.6,35,1.1,2000,0.0,0.0,0.0,Winter,477
2017,12,8,20,1,0,-3.3,-16.9,34,1.5,2000,0.0,0.0,0.0,Winter,384
2017,12,8,21,1,0,-3.3,-16.6,35,0.5,2000,0.0,0.0,0.0,Winter,336
2017,12,8,22,1,0,-3.4,-15.4,39,1.2,2000,0.0,0.0,0.0,Winter,347
2017,12,8,23,1,0,-3.5,-14.3,43,0.9,2000,0.0,0.0,0.0,Winter,275
2017,12,9,0,1,0,-3.5,-12.9,48,0.9,1967,0.0,0.0,0.0,Winter,267
2017,12,9,1,1,0,-4.1,-13.2,49,0.6,2000,0.0,0.0,0.0,Winter,296
2017,12,9,2,1,0,-4.7,-13.5,50,0.7,1983,0.0,0.0,0.0,Winter,237
2017,12,9,3,1,0,-4.3,-13.9,47,0.6,1992,0.0,0.0,0.0,Winter,169
2017,12,9,4,1,0,-4.3,-13.4,49,0.7,2000,0.0,0.0,0.0,Winter,96
2017,12,9,5,1,0,-4.7,-13.8,49,0.8,1999,0.0,0.0,0.0,Winter,56
2017,12,9,6,1,0,-5.1,-13.2,53,0.9,1975,0.0,0.0,0.0,Winter,76
2017,12,9,7,1,0,-5.5,-12.9,56,0.8,1950,0.0,0.0,0.0,Winter,127
2017,12,9,8,1,0,-5.4,-12.8,56,0.7,1940,0.01,0.0,0.0,Winter,222
2017,12,9,9,1,0,-4.7,-14.0,48,1.0,1784,0.23,0.0,0.0,Winter,291
2017,12,9,10,1,0,-2.2,-13.4,42,1.3,1646,0.61,0.0,0.0,Winter,273
2017,12,9,11,1,0,0.0,-10.5,45,1.1,1500,0.89,0.0,0.0,Winter,351
2017,12,9,12,1,0,2.4,-9.8,40,0.8,1809,1.05,0.0,0.0,Winter,427
2017,12,9,13,1,0,3.9,-9.8,36,2.0,1702,1.13,0.0,0.0,Winter,431
2017,12,9,14,1,0,4.7,-10.6,32,2.2,1948,1.06,0.0,0.0,Winter,486
2017,12,9,15,1,0,5.2,-11.0,30,2.0,1963,0.84,0.0,0.0,Winter,569
2017,12,9,16,1,0,4.4,-10.5,33,1.6,1963,0.4,0.0,0.0,Winter,546
2017,12,9,17,1,0,3.5,-9.8,37,1.8,1963,0.1,0.0,0.0,Winter,481
2017,12,9,18,1,0,2.5,-9.4,41,1.0,1974,0.0,0.0,0.0,Winter,384
2017,12,9,19,1,0,1.5,-8.3,48,0.4,1878,0.0,0.0,0.0,Winter,275
2017,12,9,20,1,0,0.8,-8.2,51,1.4,1848,0.0,0.0,0.0,Winter,298
2017,12,9,21,1,0,-0.1,-8.0,55,0.7,1654,0.0,0.0,0.0,Winter,321
2017,12,9,22,1,0,-0.5,-8.4,55,0.6,1655,0.0,0.0,0.0,Winter,289
2017,12,9,23,1,0,-0.1,-8.3,54,1.3,1570,0.0,0.0,0.0,Winter,265
2017,12,10,0,1,0,-0.2,-8.1,55,1.0,1629,0.0,0.0,0.0,Winter,326
2017,12,10,1,1,0,-0.2,-8.4,54,0.5,1747,0.0,0.0,0.0,Winter,280
2017,12,10,2,1,0,0.2,-8.5,52,0.7,1726,0.0,0.0,0.0,Winter,243
2017,12,10,3,1,0,0.3,-8.1,53,0.5,1748,0.0,0.0,0.0,Winter,169
2017,12,10,4,1,0,0.4,-8.3,52,1.6,1816,0.0,0.0,0.0,Winter,71
2017,12,10,5,1,0,0.3,-3.7,74,1.0,178,0.0,0.0,0.7,Winter,13
2017,12,10,6,1,0,-0.5,-1.9,90,0.9,91,0.0,2.5,2.7,Winter,9
2017,12,10,7,1,0,-0.4,-1.5,92,1.1,121,0.0,0.0,4.0,Winter,20
2017,12,10,8,1,0,-0.2,-1.6,90,1.2,378,0.0,0.0,4.1,Winter,35
2017,12,10,9,1,0,0.2,-1.2,90,1.0,305,0.0,1.6,4.3,Winter,31
2017,12,10,10,1,0,0.5,-0.8,91,0.4,143,0.0,0.0,4.3,Winter,19
2017,12,10,11,1,0,0.9,-0.2,92,0.9,137,0.03,0.0,3.9,Winter,58
2017,12,10,12,1,0,2.3,0.5,88,0.3,245,0.28,0.0,3.1,Winter,119
2017,12,10,13,1,0,3.3,1.3,87,1.1,230,0.54,0.0,2.1,Winter,182
2017,12,10,14,1,0,4.2,1.8,85,0.7,325,0.65,0.0,1.4,Winter,235
2017,12,10,15,1,0,6.7,0.1,63,4.5,715,0.35,0.0,1.0,Winter,180
2017,12,10,16,1,0,5.4,0.5,71,3.5,622,0.2,0.0,0.5,Winter,214
2017,12,10,17,1,0,3.6,-2.3,65,4.3,1061,0.03,0.0,0.4,Winter,226
2017,12,10,18,1,0,2.0,-4.7,61,3.0,2000,0.0,0.0,0.0,Winter,210
2017,12,10,19,1,0,1.6,-6.9,53,4.0,2000,0.0,0.0,0.0,Winter,181
2017,12,10,20,1,0,0.6,-6.9,57,3.9,1954,0.0,0.0,0.0,Winter,165
2017,12,10,21,1,0,0.0,-7.0,59,3.0,1862,0.0,0.0,0.0,Winter,167
2017,12,10,22,1,0,-1.0,-8.6,56,4.7,2000,0.0,0.0,0.0,Winter,152
2017,12,10,23,1,0,-1.4,-12.3,43,4.3,2000,0.0,0.0,0.0,Winter,148
2017,12,11,0,1,0,-2.5,-14.5,39,3.4,2000,0.0,0.0,0.0,Winter,125
2017,12,11,1,1,0,-3.4,-16.3,36,3.8,2000,0.0,0.0,0.0,Winter,111
2017,12,11,2,1,0,-4.2,-17.4,35,3.4,2000,0.0,0.0,0.0,Winter,67
2017,12,11,3,1,0,-4.7,-16.8,38,2.4,2000,0.0,0.0,0.0,Winter,45
2017,12,11,4,1,0,-5.2,-18.3,35,3.2,2000,0.0,0.0,0.0,Winter,44
2017,12,11,5,1,0,-5.6,-17.6,38,3.2,1974,0.0,0.0,0.0,Winter,86
2017,12,11,6,1,0,-5.9,-17.6,39,2.9,1979,0.0,0.0,0.0,Winter,136
2017,12,11,7,1,0,-6.0,-17.7,39,3.1,1996,0.0,0.0,0.0,Winter,325
2017,12,11,8,1,0,-6.0,-18.0,38,3.6,1994,0.01,0.0,0.0,Winter,653
2017,12,11,9,1,0,-5.9,-18.6,36,5.1,1941,0.1,0.0,0.0,Winter,326
2017,12,11,10,1,0,-5.3,-19.4,32,4.5,2000,0.62,0.0,0.0,Winter,212
2017,12,11,11,1,0,-4.7,-17.5,36,3.8,2000,1.0,0.0,0.0,Winter,226
2017,12,11,12,1,0,-5.2,-19.0,33,4.6,1973,1.26,0.0,0.0,Winter,247
2017,12,11,13,1,0,-5.4,-19.5,32,5.1,1986,1.24,0.0,0.0,Winter,241
2017,12,11,14,1,0,-5.4,-19.9,31,4.1,1945,1.13,0.0,0.0,Winter,253
2017,12,11,15,1,0,-5.5,-19.2,33,4.5,2000,0.92,0.0,0.0,Winter,269
2017,12,11,16,1,0,-6.0,-17.4,40,4.0,2000,0.55,0.0,0.0,Winter,277
2017,12,11,17,1,0,-7.1,-17.3,44,4.2,2000,0.18,0.0,0.0,Winter,361
2017,12,11,18,1,0,-7.9,-18.3,43,3.3,2000,0.0,0.0,0.0,Winter,557
2017,12,11,19,1,0,-8.6,-18.4,45,3.9,2000,0.0,0.0,0.0,Winter,371
2017,12,11,20,1,0,-9.3,-18.0,49,3.8,2000,0.0,0.0,0.0,Winter,254
2017,12,11,21,1,0,-9.7,-17.9,51,2.5,2000,0.0,0.0,0.0,Winter,266
2017,12,11,22,1,0,-10.2,-18.6,50,3.0,2000,0.0,0.0,0.0,Winter,222
2017,12,11,23,1,0,-10.7,-18.4,53,1.2,2000,0.0,0.0,0.0,Winter,174
2017,12,12,0,1,0,-11.0,-19.1,51,1.1,2000,0.0,0.0,0.0,Winter,133
2017,12,12,1,1,0,-11.2,-19.3,51,1.1,2000,0.0,0.0,0.0,Winter,127
2017,12,12,2,1,0,-11.5,-19.8,50,0.7,2000,0.0,0.0,0.0,Winter,95
2017,12,12,3,1,0,-11.6,-19.9,50,2.2,1995,0.0,0.0,0.0,Winter,54
2017,12,12,4,1,0,-11.6,-20.6,47,2.1,1982,0.0,0.0,0.0,Winter,46
2017,12,12,5,1,0,-11.6,-21.1,45,2.8,1951,0.0,0.0,0.0,Winter,65
2017,12,12,6,1,0,-11.8,-20.8,47,2.5,1973,0.0,0.0,0.0,Winter,104
2017,12,12,7,1,0,-12.1,-20.4,50,2.3,1929,0.0,0.0,0.0,Winter,280
2017,12,12,8,1,0,-12.3,-20.1,52,1.3,1914,0.0,0.0,0.0,Winter,580
2017,12,12,9,1,0,-11.8,-21.1,46,2.9,1956,0.1,0.0,0.0,Winter,275
2017,12,12,10,1,0,-10.5,-20.1,45,3.3,1855,0.6,0.0,0.0,Winter,184
2017,12,12,11,1,0,-9.4,-19.9,42,3.1,1815,0.93,0.0,0.0,Winter,201
2017,12,12,12,1,0,-8.3,-21.0,35,2.9,1967,1.14,0.0,0.0,Winter,228
2017,12,12,13,1,0,-6.9,-19.1,37,2.4,1955,1.22,0.0,0.0,Winter,225
2017,12,12,14,1,0,-5.4,-19.5,32,2.0,1930,1.12,0.0,0.0,Winter,258
2017,12,12,15,1,0,-5.8,-20.6,30,2.8,2000,0.92,0.0,0.0,Winter,250
2017,12,12,16,1,0,-6.0,-21.2,29,2.8,1983,0.58,0.0,0.0,Winter,248
